Tariff,Handset,Peak_calls,Peak_mins,OffPeak_calls,OffPeak_mins,Weekend_calls,Weekend_mins,International_mins,Nat_call_cost,month
Play 100,SOP10,5.0,12.91464,1.0,10.8,8.0,13.560372,1.722005,0.0,2.0
Play 100,SOP20,7.0,11.739848,3.0,9.224167,2.0,5.310884,8.097291,0.0,2.0
Play 100,SOP10,0.0,0.0,0.0,0.0,0.0,0.0,1.437628,0.0,2.0
Play 100,SOP20,4.0,4.782682,6.0,9.795854,0.0,0.0,2.621347,0.0,2.0
Play 100,SOP20,5.0,3.918809,3.0,3.953489,0.0,1.352509,2.900464,0.0,2.0
Play 100,SOP10,2.0,6.613932,1.0,10.277033,0.0,0.0,5.633442,0.0,2.0
Play 100,SOP10,3.0,3.515095,2.0,2.886247,2.0,2.956119,1.996851,0.0,2.0
Play 100,SOP10,4.0,8.491878,6.0,9.164502,0.0,0.0,1.387626,0.0,2.0
Play 100,SOP10,5.0,8.704848,6.0,7.223815,1.0,2.962066,1.987548,0.0,2.0
Play 100,SOP20,0.0,0.0,13.0,23.629013,0.0,0.0,5.817744,0.0,2.0
Play 100,SOP20,0.0,0.0,2.0,9.031967,0.0,0.0,5.083106,0.0,2.0
Play 100,SOP20,2.0,8.504654,5.0,9.707333,0.0,0.0,4.561894,0.0,2.0
Play 100,SOP20,1.0,7.773572,7.0,13.447386,2.0,2.90392,2.874024,0.0,2.0
Play 100,SOP10,1.0,3.563072,3.0,5.659924,0.0,0.0,0.20133,0.0,2.0
Play 100,SOP20,0.0,0.0,3.0,7.950309,3.0,11.266267,6.382563,0.0,2.0
Play 100,SOP10,3.0,9.767725,0.0,0.0,2.0,4.855302,0.616525,0.0,2.0
Play 100,SOP20,0.0,0.0,1.0,5.883368,0.0,0.0,3.311104,0.0,2.0
Play 100,SOP10,1.0,9.104738,3.0,6.905713,0.0,0.0,5.558031,0.0,2.0
Play 100,SOP20,1.0,2.49839,1.0,2.580305,4.0,8.150486,1.547362,0.0,2.0
Play 100,SOP20,0.0,0.0,6.0,7.19193,0.0,0.0,3.724444,0.0,2.0
Play 100,ASAD170,20.0,48.2193,8.0,37.459252,13.0,21.25221,30.267668,2.0,2.0
Play 100,ASAD170,5.0,12.021322,8.0,85.683888,0.0,0.0,29.822034,1.0,2.0
Play 100,ASAD170,20.0,41.341581,15.0,39.167789,0.0,3.16188,23.719256,0.0,2.0
Play 100,ASAD170,12.0,35.850215,17.0,56.915487,1.0,12.647886,30.079209,2.0,2.0
Play 100,S50,16.0,38.287134,23.0,54.193866,6.0,15.166884,28.468261,1.0,2.0
Play 100,S50,6.0,15.11991,55.0,90.66906,4.0,8.567949,34.924178,1.0,2.0
Play 100,S80,17.0,34.75164,25.0,73.057425,4.0,17.48865,37.705179,1.0,2.0
Play 100,S50,18.0,37.469586,31.0,56.255707,3.0,29.462387,33.093977,2.0,2.0
Play 100,S80,6.0,12.929307,33.0,77.181054,2.0,3.372148,30.700475,0.0,2.0
Play 100,S80,14.0,31.888168,33.0,57.345109,5.0,12.058551,32.55104,1.0,2.0
Play 100,S50,23.0,45.947731,5.0,72.672432,0.0,0.0,38.243504,0.0,2.0
Play 100,ASAD170,3.0,7.627254,39.0,69.521389,8.0,29.375235,31.03113,0.0,2.0
Play 100,S50,36.0,55.817242,0.0,0.0,3.0,7.910022,35.519134,1.0,2.0
Play 100,ASAD170,20.0,38.86712,2.0,62.624772,0.0,0.0,32.929348,0.0,2.0
Play 100,ASAD170,15.0,24.24208,3.0,98.135942,0.0,0.0,40.000785,1.0,2.0
Play 100,ASAD170,17.0,33.605274,24.0,57.168042,0.0,0.0,30.892976,1.0,2.0
Play 100,S80,8.0,13.633089,34.0,83.161843,0.0,0.0,35.674266,0.0,2.0
Play 100,S80,7.0,10.620079,38.0,66.932193,4.0,12.932516,25.861274,0.0,2.0
Play 100,S80,16.0,32.907982,27.0,58.239691,1.0,7.157951,28.0698,0.0,2.0
Play 100,ASAD170,8.0,15.981232,22.0,88.498218,0.0,0.0,33.64461,1.0,2.0
Play 100,ASAD170,10.0,20.196571,24.0,46.804087,3.0,9.385958,25.153733,0.0,2.0
Play 100,ASAD170,22.0,36.15945,17.0,49.892348,3.0,4.46223,23.957144,1.0,2.0
Play 100,S50,26.0,46.440576,6.0,32.964516,2.0,15.839554,27.388584,1.0,2.0
Play 100,ASAD170,8.0,16.926059,35.0,76.167265,7.0,14.192658,34.877095,0.0,2.0
Play 100,ASAD170,24.0,65.720096,4.0,61.590467,0.0,0.0,38.108731,2.0,2.0
Play 100,S50,22.0,48.275598,14.0,53.035164,2.0,7.851665,32.203232,1.0,2.0
Play 100,S50,23.0,37.323436,3.0,57.667767,2.0,7.240339,31.307618,0.0,2.0
Play 100,ASAD170,28.0,49.312824,15.0,62.710833,3.0,8.405595,30.96664,2.0,2.0
Play 100,S50,20.0,39.778368,4.0,29.541288,5.0,11.69952,25.895897,0.0,2.0
Play 100,ASAD90,16.0,27.396374,5.0,93.576773,3.0,5.684656,36.087559,1.0,2.0
Play 100,S50,15.0,39.880535,18.0,43.761527,0.0,0.0,27.379564,0.0,2.0
Play 100,ASAD170,5.0,8.360932,40.0,73.637568,2.0,7.823992,25.545339,0.0,2.0
Play 100,S50,5.0,10.060627,0.0,0.0,2.0,10.579216,33.54275,0.0,2.0
Play 100,S80,15.0,26.387206,27.0,53.346388,2.0,4.321604,23.789158,0.0,2.0
Play 100,S80,21.0,41.018159,12.0,48.720066,3.0,14.523597,30.195773,2.0,2.0
Play 100,S80,6.0,16.82221,35.0,93.494866,12.0,30.669062,36.390275,1.0,2.0
Play 100,S50,0.0,0.0,5.0,10.161466,2.0,4.0711,37.022121,0.0,2.0
Play 100,S50,30.0,45.791888,37.0,88.437769,0.0,0.0,36.238632,2.0,2.0
Play 100,S80,5.0,9.471768,15.0,100.586058,3.0,6.280194,33.308917,0.0,2.0
Play 100,S50,9.0,18.847044,11.0,51.329007,5.0,9.089946,25.754639,0.0,2.0
Play 100,S80,19.0,29.728242,21.0,64.558493,0.0,0.0,26.774605,1.0,2.0
Play 100,ASAD170,10.0,20.14871,7.0,67.424721,5.0,14.586827,32.172671,0.0,2.0
Play 100,ASAD170,15.0,31.623822,14.0,59.9296,2.0,5.871435,25.129887,1.0,2.0
Play 100,S80,0.0,0.0,23.0,49.39144,6.0,10.609592,36.260718,0.0,2.0
Play 100,S80,12.0,21.043659,22.0,70.457919,3.0,5.197017,26.347837,1.0,2.0
