L_O_S,avg-cost,International_mins
25.6,86049.89296609668,55.141196166666674
54.033333,57948.186135033044,33.269338833333336
42.666667,53540.35718393456,30.398832666666667
22.833333,26223.917433583014,43.74014833333333
18.866667,10021.396699543999,32.609958500000005
12.7,160334.80783609874,35.33750666666667
43.866667,32705.73932595554,46.199637499999994
14.033333,48645.936706090695,49.93704033333333
48.533333,275891.493127065,88.9986495
19.866667,20416.089872192446,45.124562833333336
54.1,57695.248106545325,30.0445285
11.233333,54031.4778021797,37.747493166666665
43.166667,17951.009548428156,35.35883616666667
50.266667,88824.43577946963,39.33178783333334
22.2,29332.73013026372,47.19744433333334
23.9,38691.50554922152,47.886500833333336
57.833333,114581.00254657808,41.63080866666667
51.133333,147606.86221900562,60.34086766666666
38.8,152773.5008130463,71.261292
35.633333,107402.63518498465,32.4783795
11.5,9720.583137156053,36.05365533333334
27.3,41948.79930905968,32.16553816666667
44.566667,28215.205670868818,36.02809083333333
28.833333,32070.09910876263,30.922899833333332
53.966667,40156.1800509281,40.798702
26.7,98556.52478038869,36.29525133333333
44.2,43776.49228851238,41.23063333333334
23.333333,94152.42402367717,67.484891
35.1,21844.637875859884,40.93174616666667
20.033333,9862.01590651711,30.853479333333336
50.533333,24037.122054371386,32.443718
19.5,104782.35204979536,61.780335666666666
32.333333,47320.70403207851,55.09202500000001
36.833333,45560.41450076675,47.83568016666666
50.833333,52056.45296156146,55.930863499999994
14.6,113925.91135371607,38.595816166666665
16.033333,9411.115772204052,34.48250083333333
24.7,46303.40909702602,45.185322666666664
49.933333,67887.95081718726,45.76495783333334
25.633333,25963.81034871037,33.47968983333333
23.7,57288.58253686895,42.29743333333333
29.433333,83966.86887582064,48.13567683333333
25.4,82541.28824211698,46.58310866666667
29.5,43451.83064687434,36.85391833333333
43.8,21171.779715201817,34.71801816666667
23.366667,180445.0847280917,39.0570085
56.5,57396.32969361489,39.234391166666676
25.633333,117562.09435009946,42.740865
42.633333,193980.30112670502,96.50655133333333
52.3,55074.673788644846,49.87822033333333
38.1,66679.28382588441,55.20872416666667
55.466667,32523.33662364851,33.17506816666666
46.266667,56484.43304709065,39.986345
42.133333,24136.300204670635,40.097474500000004
11.333333,130337.64938089861,61.463688833333336
45.5,68309.69861792655,48.279934999999995
44.333333,93728.47815907854,52.91667199999999
52.833333,107038.40884343744,33.411773833333335
26.1,59277.57640041705,34.245862833333334
56.733333,22407.741688171012,32.15013066666667
41.833333,104603.32925838899,57.147356499999994
34.7,2297.4438666666665,57.11134666666667
37.7,4158.631790074685,33.96357616666667
10.2,102451.96681944949,34.01614083333334
20.966667,34884.432624999645,49.039275833333335
51.266667,24420.69571375176,34.0534115
15.866667,58293.150396453006,37.43595116666667
30.2,126917.09955093371,41.355562333333324
28.333333,81238.66053336083,50.199313
53.1,255453.45117952136,30.940256
11.233333,29189.04824417187,39.21392233333333
10.2,46028.756233427965,37.21838133333333
35.066667,105739.56715312462,35.416699333333334
13.733333,84436.64309805425,58.14600833333334
37.9,30467.756175880375,39.673394333333334
19.066667,36922.67394829597,43.86122533333334
43.366667,50480.161962117796,35.12141833333333
16.833333,35903.26038066142,46.31297133333334
41.7,24994.02877563001,31.61516383333333
47.166667,67836.90537159672,38.84254133333334
24.466667,19642.67804006873,31.74136466666667
53.133333,42078.271119681514,33.15420533333333
23.6,13146.17966888057,41.605488
57.833333,30158.81064916768,31.073150166666668
17.0,82195.45245684637,62.914514999999994
41.6,79098.2805848993,52.61538633333334
33.866667,57868.987596334075,45.172186
40.2,47589.156991764045,31.911805833333332
35.566667,117791.0489600479,51.92613
31.9,54209.89669983492,41.70120383333333
29.366667,19734.327397594763,30.905206333333332
47.866667,324693.90059785236,88.91634716666667
18.866667,39654.54863748276,37.505646
50.433333,61026.90754101265,37.75129916666667
24.7,43883.01205694573,57.053785833333336
13.4,81362.34527370351,34.92856666666666
13.933333,33238.170898499695,47.000258499999994
36.866667,106725.76724947906,63.91577216666667
25.1,24630.696721585162,50.704194333333334
27.2,87731.34286220337,33.08217033333334
49.666667,82525.07305173672,38.288262333333336
26.566667,56769.903759546556,34.23160133333333
47.033333,139997.32464344133,59.44540116666667
28.5,26608.129952977102,40.11974583333333
24.5,26349.94478989521,34.17837766666667
39.766667,67834.79378184296,42.65005933333333
44.5,12591.5471274138,45.645365999999996
56.166667,34564.01396256798,44.09840716666666
30.0,14662.379432215355,37.293364
30.2,27737.610834395193,38.8789775
23.533333,116973.81368354351,56.476316999999995
37.133333,23181.648115663138,31.456798999999997
18.633333,4485.975325666666,47.48701
47.766667,216889.60113657275,70.26561466666666
11.466667,288580.8323703241,96.86659533333332
23.566667,14523.123175160794,31.054489666666665
41.633333,4587.028084575365,39.16035816666666
42.2,99375.90605934834,33.0133785
25.233333,244340.2362065362,39.240808666666666
26.533333,32925.744084928796,42.937129666666664
45.5,19662.066240010383,54.62286266666667
46.2,101885.5509160932,52.59867933333334
36.866667,72716.88393379684,33.95075166666667
12.833333,170156.18870433743,65.8014985
27.033333,90179.26972183876,32.893586166666665
24.066667,79775.26592339936,42.16772183333334
34.4,78128.00271078302,38.476902833333334
53.566667,62074.63548597233,44.08307466666667
13.933333,69534.37816904938,43.6485795
26.466667,74063.03069278973,51.19577316666666
19.966667,124604.5097563498,44.27941833333333
11.366667,24703.029874177802,32.49460116666666
48.6,40572.117237926475,31.062023666666665
31.133333,19177.984278377065,36.08434116666666
