L_O_S,avg-cost,International_mins
41.8,296703.055856659,34.298841833333334
41.833333,81077.15209889512,38.1183515
15.333333,152507.78105890183,85.49953500000001
41.1,456147.7966166199,34.68963983333333
17.833333,55359.4428611991,45.84759716666667
43.4,240524.12711671213,34.414301333333334
13.866667,235040.53529815725,49.70017333333333
52.533333,144393.1567131026,35.892868166666666
36.166667,182364.3505794573,69.83530433333333
40.866667,52466.59103904101,56.106492
41.333333,236137.02633239518,58.53673733333333
19.266667,235081.45585619,32.604689333333326
57.533333,151423.90497282462,30.178630333333334
56.2,179182.17183724605,74.27750133333333
10.0,789494.0926525167,85.71187783333333
49.266667,529508.4221826545,72.14613716666666
28.366667,543083.2493333477,44.68737983333333
36.866667,240628.31984529924,81.05606366666666
20.866667,146588.09872691595,81.66572866666667
38.1,229810.49099107584,43.727441999999996
34.066667,42587.936281622155,31.215785166666667
48.433333,205682.91660522996,50.43758116666667
16.766667,248823.1303810593,78.2930765
20.2,661743.9452110354,111.03464000000001
43.766667,139060.8367580019,47.87655733333334
42.8,211800.32091848797,74.27297899999999
54.866667,70984.30221155446,36.3163545
30.1,199885.1990233264,31.795354
22.8,957490.172007002,91.771673
15.0,152238.22274232234,64.11714433333334
52.466667,178244.4149179605,57.437217000000004
17.6,139832.99322166666,47.20227966666667
13.733333,780537.5584369419,87.40720883333333
38.733333,297270.73875230213,65.62840766666666
57.2,150808.2636781156,30.253410166666665
26.666667,597115.4476073019,107.80233333333334
15.433333,698319.2403202687,45.73024183333334
15.733333,136600.00462745206,31.442304333333333
39.233333,129620.95841003004,76.674004
39.066667,140540.80129146084,74.93137033333333
51.966667,540480.5808508501,78.25726766666666
28.633333,361440.3981939286,76.76486633333334
10.666667,179146.1953967959,70.36264783333334
26.533333,106710.10424821638,47.48853450000001
36.6,701442.1561083719,37.326395500000004
27.133333,127838.8176011894,70.16328833333333
35.4,473016.7837270427,42.5309845
21.1,62508.3915376589,32.878305
24.3,272531.2311956626,46.62842583333333
42.0,550285.4910712992,33.948257
38.833333,157623.63970170845,33.7682785
10.4,315297.1187021794,67.55714483333334
57.533333,96456.04927852469,50.389221666666664
38.033333,301865.9924828233,102.29140016666666
17.1,82939.1250023589,43.28697116666666
45.0,464827.70464162016,58.60047133333333
15.033333,78573.00082982887,37.97823516666667
36.733333,224765.28647013783,58.240921
57.1,461113.0142748148,87.42888283333333
50.1,289910.5699463375,37.50859133333333
54.3,949577.0878956929,128.6972176666667
11.566667,143191.73333031856,96.667427
30.2,358779.4110415984,76.857044
34.433333,148277.71417465835,76.69266633333335
22.466667,208685.47417665983,42.984053
55.666667,176819.61651784007,41.423848
57.7,244915.4732013753,48.4357235
35.033333,266787.84551046975,66.3993095
51.066667,680906.500039803,65.63355016666667
10.966667,354320.0724316674,60.180289333333334
53.4,217914.691493134,34.29489516666666
46.766667,121984.2776166834,66.60708433333333
34.733333,1086669.8986784285,80.49039016666666
53.033333,245384.79340142995,44.59396816666666
54.866667,450268.4096769843,49.41348716666667
35.533333,83504.6843317383,65.94448349999999
23.333333,490057.5321199574,31.959563833333334
52.033333,263436.96722476516,77.559437
25.366667,279117.9565031155,55.02968533333334
29.166667,260631.69663955938,79.512475
45.133333,144579.91740394337,62.08447333333334
16.166667,103347.68614923435,44.86370566666667
26.266667,115838.32595438359,61.0681965
20.3,121483.0006815198,46.039982333333334
45.5,236901.11261263187,64.27564216666667
35.233333,125962.06134697713,40.81777816666667
36.066667,415260.6134688255,65.37882916666668
30.433333,236503.24726221286,37.317698
38.766667,615671.5144268828,115.07061216666666
40.766667,210998.69858664356,63.021703499999994
55.433333,270192.7283250122,81.36200683333334
26.7,512542.37388802046,81.41699699999998
32.366667,95001.22743317546,48.25888483333333
21.6,488336.7421869917,49.97285
52.6,504175.4919542526,61.29080516666667
33.2,214554.4418703032,43.79876983333333
39.8,756005.1095702453,97.95282866666668
32.166667,251691.53980353457,66.4064575
48.366667,236413.9298453398,34.43511033333333
29.966667,56090.93342859359,41.13308766666666
39.266667,381952.1906605859,30.882056999999996
14.2,737189.4338018164,53.378450666666666
47.233333,1136861.8818359128,76.05801366666667
22.966667,94098.68444181267,49.591809166666664
28.5,447721.5032641881,116.33133633333333
27.366667,164272.24688501115,50.7428755
48.433333,338277.0593235999,31.28087066666667
45.3,83692.73791282819,52.173889499999994
41.666667,105068.84137076203,54.408573499999996
36.266667,114079.2241112378,63.767300166666665
32.433333,107617.40692202438,34.085046
29.066667,280927.3038038694,96.78038716666666
23.2,526159.894229851,71.47612683333334
35.533333,179437.39896345508,53.3790615
43.2,218050.02759716462,76.9380165
40.1,197114.93414047366,31.423467666666667
51.433333,1349898.6852175377,57.64011933333334
52.8,137097.21876383576,33.24976733333334
55.7,141323.68177743163,38.003617500000004
17.233333,123655.20195269806,41.165874333333335
21.233333,145238.05737174334,71.80680483333333
37.066667,372348.9622139379,81.05451633333332
54.966667,129960.65862074339,55.81163116666667
27.933333,202866.6166165046,35.2686695
48.3,139437.7270297808,72.26321883333333
38.666667,233264.48566822428,62.905969166666665
34.5,245069.46386507977,38.01175383333333
28.566667,204257.880427897,50.629405166666665
45.2,109405.67416221091,36.156079500000004
16.5,86585.95835009356,40.9655405
27.466667,133098.41581590858,39.87720233333333
14.833333,202935.72789671237,31.783095000000003
40.9,96411.00498761956,39.7362385
56.666667,192875.4265955942,67.26555016666666
36.133333,406187.6419355407,42.41863416666666
15.166667,202886.3141222883,70.13459800000001
20.8,112079.7264057777,51.5681645
10.533333,290229.43604617694,54.206311
28.7,187497.39750402007,65.78024866666665
43.966667,68337.29212429066,35.844223666666664
30.133333,136037.75551374775,55.75915766666667
49.7,314835.63340261695,40.378572000000005
16.533333,399418.8444947661,54.69540066666667
30.733333,198534.68862354438,47.785153666666666
56.0,566345.7861093369,121.39453583333334
50.033333,393134.583560514,41.02458633333333
40.8,580350.2049726874,75.57709600000001
51.866667,229063.86592496547,35.109024833333336
12.7,229728.6946598376,85.63574783333334
29.566667,273805.22209649236,96.33668983333334
26.633333,204186.83355710216,63.025104000000006
26.766667,843273.0435319575,118.8680595
36.5,111748.05369660108,50.36077266666667
30.233333,1190635.860303703,120.54101266666666
20.033333,373908.4121245952,56.755223166666674
36.3,616788.3619796432,80.42604166666666
32.466667,742991.8916139541,86.36003799999999
40.766667,498758.1356679811,73.19509966666666
46.866667,322787.8195766202,57.39516966666666
16.633333,172581.4396171429,81.69143983333333
13.766667,255047.40352665918,73.4836275
9.533333,148830.1722075283,77.15519450000001
56.166667,87109.55370463966,34.2597
47.433333,292218.8275527512,39.47688983333334
24.333333,410869.04795802326,32.27624983333333
20.2,122800.53085548752,35.197024666666664
33.866667,235588.17912042,89.06869033333334
11.533333,274444.42139155307,49.353339333333324
36.233333,402844.606281002,64.0095325
33.966667,143625.23045990092,55.694905166666665
44.1,195941.6886355372,39.72406683333334
27.133333,107465.77714571379,44.60662583333334
47.833333,137782.54165084168,48.225312
15.1,61937.13690833881,31.216761166666664
35.266667,220240.6486915659,39.49170616666667
28.166667,141506.17078198845,62.37209683333333
46.5,401282.49164539494,86.90052133333334
55.166667,489280.76861974556,86.72652766666666
29.033333,69536.26651175335,46.52815183333333
20.333333,462151.0083722528,86.72207850000001
10.266667,1033580.512643917,96.74475383333333
56.266667,338953.224794906,69.11363216666666
21.933333,105567.453286376,57.22904766666666
21.833333,63545.59397513803,55.356633
31.733333,128724.021440248,34.880856666666666
20.833333,219072.87817172578,62.06208916666667
40.1,128980.83337574446,31.4974585
19.666667,50701.64394447218,31.525315833333334
50.966667,117528.491645206,43.84459566666667
40.933333,42048.39894812739,36.269509166666666
20.6,225171.86687897105,47.284310500000004
39.1,172546.7823938462,63.508502666666665
52.933333,327904.62046303006,86.09829833333333
46.166667,274721.93247189873,78.5050075
22.633333,222900.782052631,70.43738766666667
52.4,325855.272693241,74.6790715
23.9,130295.95462501503,53.10197483333334
33.433333,44246.62536870917,56.757447
27.0,368604.70037640707,78.83639966666667
16.433333,212959.60916566843,87.82412616666666
40.266667,257113.4182883222,54.5033265
11.433333,293714.0981818797,75.68402483333332
19.2,159406.1486028101,88.68474799999998
36.0,103040.17821565646,45.51057599999999
30.966667,125374.98085177901,72.9081345
46.433333,201712.22974863052,87.7161175
46.5,249989.05954554636,71.343206
17.033333,139903.08020375008,39.1923595
10.233333,78355.74821500355,39.61172283333333
12.533333,266996.6184928405,44.262187
24.566667,255602.18095681162,71.5862375
57.7,314055.1503185029,60.16914766666666
49.566667,76507.01250324352,41.162407
45.766667,750998.72715274,148.28059199999998
54.533333,243615.34489056913,51.50115683333334
49.666667,176640.2941091792,34.723617833333336
18.666667,275951.1622557515,51.05008516666667
51.366667,440216.28268869536,60.45362466666666
52.133333,124805.28891180917,51.0048135
38.366667,126630.20898768611,64.96165666666667
33.366667,406145.14013540925,52.159506666666665
29.933333,118159.5700544187,41.09898116666667
29.233333,912556.4266731432,112.37745066666668
22.4,693084.488946762,99.21170483333336
23.466667,126231.99195940798,36.630705000000006
46.833333,221933.86240954464,73.45371583333332
14.933333,296257.9962503687,32.374675833333335
38.1,160660.0340073991,33.868340833333335
56.133333,101300.98330510734,45.33235916666666
58.166667,157530.92870425092,42.4906155
57.6,101533.51235904769,58.04816183333333
13.033333,407687.5537817079,69.61370266666667
17.866667,186956.43656528217,47.518868166666664
54.533333,85443.76772110263,53.65783183333333
26.233333,154925.20836604235,35.36142516666667
21.133333,104971.27402187129,38.863461
35.366667,971290.2476019342,118.29226433333332
56.6,320591.93844974204,97.07695916666665
46.433333,169271.44091559105,71.65302600000001
44.166667,302045.2047781404,36.88162116666667
26.533333,787763.7375623024,98.60252133333333
23.933333,61106.362973127994,32.16498933333333
19.7,212826.33147975823,69.03509833333334
13.866667,238888.456991336,73.49383900000001
42.166667,213849.89328694146,55.995737
47.166667,348797.03051702597,81.95056983333333
29.0,257207.60064408503,79.15621483333332
10.166667,157690.9314469021,46.844016833333335
23.2,115018.8532542627,43.561733000000004
45.233333,70975.45628318512,50.05360866666667
27.7,70540.56885939417,37.72492366666667
37.3,758519.908129413,148.75951716666668
54.333333,271123.5175759787,39.07940516666667
28.766667,856105.1051918424,130.7411835
49.666667,414603.41723494563,57.625747666666676
42.533333,98307.2926976671,71.29466433333334
28.966667,121970.03943519347,36.35697933333333
44.5,314756.88047466776,63.72432233333333
18.9,261323.06422075955,47.04968916666667
41.633333,397006.8317401142,84.73121866666665
18.466667,127486.60734974491,64.4178715
42.833333,131762.0201176884,43.790701
47.5,335783.65141439275,59.13335066666667
46.633333,111570.53247934062,59.08128683333334
52.8,1114512.3839920522,45.84834166666667
50.1,108602.2839998121,55.712852500000004
51.633333,117274.6230527939,56.84336866666666
43.333333,297853.775496059,98.12362866666666
36.233333,153670.83591013204,56.170455666666676
47.733333,114947.6360229347,35.9073865
32.7,521341.1822072468,73.58978116666667
29.3,292144.64247670403,86.8031145
35.466667,188595.00646178343,83.27799066666668
32.833333,126551.40615103739,48.456245333333335
37.933333,274337.73496965517,76.5016945
18.233333,178617.37979603268,32.015775833333336
28.333333,266884.68166142306,58.52598383333333
26.433333,76844.50028396047,33.4593565
12.733333,73458.8226814592,48.796987333333334
23.5,108948.91815506427,53.118946
57.1,673015.5759021139,35.991445166666665
52.1,409350.6335317384,83.96236516666667
10.433333,110707.0951488392,42.579012666666664
43.5,254926.07885618552,59.654674
14.833333,261616.95034796075,30.80496033333333
46.9,417515.4308998945,71.309537
38.233333,418859.8275327372,98.07506266666667
53.533333,161919.98220690683,61.73954216666666
54.066667,164239.16906127453,43.13860066666667
38.933333,337662.4243362407,37.74352433333333
20.366667,165538.94089768676,76.73102349999999
54.766667,97203.76520460623,48.42374950000001
10.5,159979.18199771753,48.39021416666667
57.133333,135834.2124411868,57.343816333333336
42.166667,354658.0959455989,92.45110333333332
21.233333,154363.59837955545,80.42553566666666
14.866667,348751.5499078618,42.75674266666667
50.933333,92437.14568585674,46.028479
47.3,399777.24101380474,55.85677766666667
30.7,342804.1039345117,49.29697433333334
43.5,59850.688762157995,58.7066665
56.766667,83546.32987436847,53.30287466666666
53.033333,150018.57662537784,58.28936983333333
31.466667,82341.85015542769,43.121115
42.9,482315.6219842931,96.67014333333334
46.6,267001.11354196677,62.15891766666667
51.833333,443899.2577414996,70.99655
11.833333,159430.11619016167,79.907061
12.2,207024.0389628067,42.806414999999994
20.433333,243376.30778185197,56.331033833333336
9.733333,470385.69447608857,35.338423999999996
33.033333,100151.64711132362,34.5938695
29.833333,138029.1664207486,51.43098416666667
33.666667,51944.65537654443,38.4349155
49.033333,97699.77347007662,59.434906500000004
53.266667,134561.83860629098,30.711270166666665
26.2,86843.91053776396,31.797147
50.566667,64133.41803685632,46.617552
