Tariff,Handset,Peak_calls,Peak_mins,OffPeak_calls,OffPeak_mins,Weekend_calls,Weekend_mins,International_mins,Nat_call_cost,month
Play 100,SOP10,5.0,12.352176,0.0,0.0,8.0,12.969785,1.647008,0.0,3.0
Play 100,SOP20,7.0,11.27453,3.0,8.85856,1.0,5.100383,7.776348,0.0,3.0
Play 100,SOP10,0.0,0.0,0.0,0.0,0.0,0.0,1.631808,0.0,3.0
Play 100,SOP20,4.0,5.068592,7.0,10.381453,0.0,0.0,2.778052,0.0,3.0
Play 100,SOP20,5.0,3.748119,3.0,3.781288,0.0,1.293598,2.774129,0.0,3.0
Play 100,SOP10,2.0,6.505473,1.0,10.108504,0.0,0.0,5.541062,0.0,3.0
Play 100,SOP10,4.0,4.388257,2.0,3.603202,2.0,3.69043,2.492877,0.0,3.0
Play 100,SOP10,3.0,8.032166,5.0,8.668378,0.0,0.0,1.312506,0.0,3.0
Play 100,SOP10,5.0,8.154929,6.0,6.767458,1.0,2.774941,1.861987,0.0,3.0
Play 100,SOP20,0.0,0.0,12.0,22.339858,0.0,0.0,5.500339,0.0,3.0
Play 100,SOP20,0.0,0.0,2.0,8.736485,0.0,0.0,4.916811,0.0,3.0
Play 100,SOP20,2.0,8.299784,5.0,9.473491,0.0,0.0,4.452002,0.0,3.0
Play 100,SOP20,1.0,8.586378,8.0,14.853447,2.0,3.207555,3.174533,0.0,3.0
Play 100,SOP10,1.0,3.740359,3.0,5.941544,0.0,0.0,0.211347,0.0,3.0
Play 100,SOP20,0.0,0.0,4.0,11.628724,4.0,16.478896,9.335621,0.0,3.0
Play 100,SOP10,3.0,11.626906,0.0,0.0,2.0,5.779456,0.733874,0.0,3.0
Play 100,SOP20,0.0,0.0,1.0,5.677142,0.0,0.0,3.195042,0.0,3.0
Play 100,SOP10,1.0,9.12435,3.0,6.920587,0.0,0.0,5.570003,0.0,3.0
Play 100,SOP20,0.0,2.181773,1.0,2.253306,3.0,7.117587,1.351267,0.0,3.0
Play 100,SOP20,0.0,0.0,7.0,7.942367,0.0,0.0,4.113069,0.0,3.0
Play 100,ASAD170,21.0,49.66758,8.0,38.584351,14.0,21.890526,31.176766,2.0,3.0
Play 100,ASAD170,5.0,10.89022,7.0,77.621778,0.0,0.0,27.01604,1.0,3.0
Play 100,ASAD170,25.0,51.442489,19.0,48.737578,0.0,3.934416,29.514535,0.0,3.0
Play 100,ASAD170,14.0,40.846577,19.0,64.847668,1.0,14.410593,34.27128,2.0,3.0
Play 100,S50,16.0,39.826966,24.0,56.373434,6.0,15.776866,29.613197,1.0,3.0
Play 100,S50,7.0,17.98533,66.0,107.852029,4.0,10.191687,41.542765,1.0,3.0
Play 100,S80,11.0,23.33525,16.0,49.05706,2.0,11.743389,25.318511,0.0,3.0
Play 100,S50,20.0,42.476583,35.0,63.773062,3.0,33.399395,37.516269,2.0,3.0
Play 100,S80,8.0,15.408037,39.0,91.977745,2.0,4.018636,36.586187,0.0,3.0
Play 100,S80,16.0,36.951642,39.0,66.450852,6.0,13.97331,37.71977,1.0,3.0
Play 100,S50,18.0,35.621746,4.0,56.340516,0.0,0.0,29.648915,0.0,3.0
Play 100,ASAD170,3.0,7.652473,39.0,69.751259,8.0,29.472363,31.133734,0.0,3.0
Play 100,S50,31.0,47.784691,0.0,0.0,2.0,6.771706,30.407644,1.0,3.0
Play 100,ASAD170,15.0,30.070793,1.0,48.451662,0.0,0.0,25.476845,0.0,3.0
Play 100,ASAD170,11.0,17.074763,2.0,69.12146,0.0,0.0,28.174312,0.0,3.0
Play 100,ASAD170,23.0,46.398462,33.0,78.931337,0.0,0.0,42.65362,2.0,3.0
Play 100,S80,6.0,10.57977,26.0,64.536597,0.0,0.0,27.68452,0.0,3.0
Play 100,S80,8.0,13.672414,48.0,86.169284,5.0,16.649471,33.294105,0.0,3.0
Play 100,S80,20.0,41.456657,34.0,73.368914,1.0,9.017408,35.361636,0.0,3.0
Play 100,ASAD170,9.0,18.991084,27.0,105.165678,0.0,0.0,39.981124,1.0,3.0
Play 100,ASAD170,12.0,25.76584,30.0,59.710464,3.0,11.974166,32.089955,0.0,3.0
Play 100,ASAD170,29.0,46.81623,22.0,64.596436,3.0,5.777322,31.017705,2.0,3.0
Play 100,S50,32.0,55.603296,7.0,39.468411,2.0,18.964696,32.792348,2.0,3.0
Play 100,ASAD170,8.0,17.139931,36.0,77.12969,7.0,14.371992,35.317792,0.0,3.0
Play 100,ASAD170,23.0,61.265878,4.0,57.416137,0.0,0.0,35.52589,2.0,3.0
Play 100,S50,20.0,43.734012,12.0,48.045816,2.0,7.11301,29.173674,1.0,3.0
Play 100,S50,24.0,37.979381,3.0,58.681256,2.0,7.367585,31.857837,0.0,3.0
Play 100,ASAD170,31.0,55.209977,17.0,70.210208,3.0,9.410792,34.669835,2.0,3.0
Play 100,S50,27.0,53.055912,5.0,39.401817,7.0,15.60468,34.539637,0.0,3.0
Play 100,ASAD90,17.0,28.944756,5.0,98.865522,3.0,6.00594,38.127147,1.0,3.0
Play 100,S50,14.0,37.477195,17.0,41.124305,0.0,0.0,25.729576,0.0,3.0
Play 100,ASAD170,6.0,10.337451,50.0,91.04544,2.0,9.673578,31.58424,1.0,3.0
Play 100,S50,4.0,7.811022,0.0,0.0,2.0,8.213652,26.04243,0.0,3.0
Play 100,S80,20.0,33.9781,34.0,68.692719,2.0,5.564814,30.632663,1.0,3.0
Play 100,S80,21.0,40.266874,11.0,47.827714,3.0,14.257584,29.642709,2.0,3.0
Play 100,S80,4.0,11.614882,24.0,64.553458,8.0,21.17543,25.125637,1.0,3.0
Play 100,S50,0.0,0.0,5.0,11.240674,3.0,4.503475,40.95409,0.0,3.0
Play 100,S50,23.0,35.119816,29.0,67.826821,0.0,0.0,27.793003,1.0,3.0
Play 100,S80,4.0,8.069081,13.0,85.69013,3.0,5.350151,28.376153,0.0,3.0
Play 100,S50,9.0,17.767261,10.0,48.388271,4.0,8.569166,24.279107,0.0,3.0
Play 100,S80,27.0,42.578934,30.0,92.465334,0.0,0.0,38.348522,2.0,3.0
Play 100,ASAD170,11.0,22.06679,7.0,73.843296,5.0,15.975437,35.235386,0.0,3.0
Play 100,ASAD170,18.0,36.026306,16.0,68.272651,2.0,6.688822,28.628323,2.0,3.0
Play 100,S80,0.0,0.0,19.0,42.383042,5.0,9.104144,31.115503,0.0,3.0
Play 100,S80,12.0,21.326869,22.0,71.406157,3.0,5.26696,26.702431,1.0,3.0
Play 100,S50,10.0,34.354051,38.0,65.334044,2.0,7.975048,32.826793,0.0,3.0
Play 100,S50,1.0,18.333769,49.0,109.535513,3.0,7.240087,43.866281,1.0,3.0
Play 100,ASAD170,16.0,62.898206,22.0,71.696821,1.0,6.777311,40.524939,3.0,3.0
Play 100,S80,13.0,38.164213,9.0,69.238067,2.0,5.551735,34.132851,2.0,3.0
Play 100,S50,7.0,42.097135,4.0,62.829523,0.0,0.0,32.440986,2.0,3.0
Play 100,ASAD170,15.0,50.10642,33.0,76.08551,1.0,0.0,33.762176,2.0,3.0
Play 100,S50,6.0,24.2841,42.0,67.39833,1.0,4.3791,26.098792,1.0,3.0
Play 100,S50,3.0,12.01536,39.0,98.62608,5.0,11.314464,40.154559,1.0,3.0
Play 100,S80,4.0,17.357021,35.0,83.391276,5.0,11.248126,33.083259,1.0,3.0
Play 100,S50,5.0,33.909557,31.0,51.667879,1.0,1.28567,25.289817,0.0,3.0
Play 100,ASAD170,1.0,25.477942,2.0,104.607565,0.0,0.0,39.045396,2.0,3.0
Play 100,S50,3.0,16.03319,35.0,82.170101,2.0,4.732018,26.612423,1.0,3.0
Play 100,ASAD170,6.0,58.674798,34.0,53.838963,1.0,13.862727,37.733257,2.0,3.0
Play 100,ASAD170,1.0,15.059,25.0,77.692932,0.0,0.0,29.435303,0.0,3.0
Play 100,S80,7.0,38.884998,33.0,65.997026,0.0,0.0,32.107522,0.0,3.0
Play 100,ASAD170,1.0,24.042838,14.0,82.808899,2.0,6.545527,31.552174,1.0,3.0
Play 100,S50,6.0,19.418046,68.0,119.478095,0.0,0.0,43.786712,1.0,3.0
Play 100,S80,5.0,39.637686,16.0,55.199826,0.0,9.794994,32.526573,1.0,3.0
Play 100,ASAD170,5.0,40.185107,20.0,40.668735,1.0,3.253499,27.163332,0.0,3.0
