Tariff,Handset,Peak_calls,Peak_mins,OffPeak_calls,OffPeak_mins,Weekend_calls,Weekend_mins,International_mins,Nat_call_cost,month
Play 300,S50,45.0,81.144202,14.0,85.191166,4.0,15.965873,56.494802,0.0,6.0
Play 300,ASAD170,52.0,95.58173,73.0,137.04851,1.0,9.0,53.265289,0.0,6.0
Play 300,ASAD170,27.0,43.65039,14.0,55.498353,3.0,4.76853,22.301192,0.0,6.0
Play 300,S80,30.0,58.572479,70.0,194.182367,6.0,11.851909,75.131053,0.0,6.0
Play 300,S80,16.0,33.071639,15.0,98.140388,1.0,22.684518,38.933708,0.0,6.0
Play 300,S80,70.0,106.725157,79.0,135.981204,0.0,0.0,39.993647,0.0,6.0
Play 300,ASAD170,19.0,41.91381,4.0,55.52313,0.0,0.0,33.443918,0.0,6.0
Play 300,S50,32.0,73.512747,70.0,176.827959,1.0,52.8,66.144373,0.0,6.0
Play 300,S50,70.0,118.700904,61.0,123.207968,3.0,6.961406,79.430306,0.0,6.0
Play 300,ASAD170,25.0,55.035552,14.0,158.977104,0.0,0.0,58.84965,0.0,6.0
Play 300,S80,60.0,107.484672,16.0,103.370024,9.0,15.115032,50.458274,0.0,6.0
Play 300,S50,36.0,70.683071,27.0,86.107784,1.0,3.6,40.859286,0.0,6.0
Play 300,S80,20.0,37.102816,60.0,131.063572,7.0,14.444608,50.073042,0.0,6.0
Play 300,S80,47.0,77.9982,46.0,80.41635,3.0,17.4,40.47241,0.0,6.0
Play 300,S80,36.0,54.627456,77.0,183.087333,5.0,19.461031,80.571135,0.0,6.0
Play 300,S80,37.0,102.23526,33.0,123.154417,1.0,11.232855,77.956751,0.0,6.0
Play 300,ASAD170,61.0,120.897074,5.0,101.722873,5.0,20.668295,51.833604,0.0,6.0
Play 300,ASAD170,70.0,139.458024,72.0,175.953618,1.0,6.0,82.017721,0.0,6.0
Play 300,S80,93.0,178.506488,78.0,226.362967,1.0,47.4,129.669755,0.0,6.0
Play 300,ASAD170,64.0,128.729983,87.0,175.287076,7.0,12.525895,49.014552,0.0,6.0
Play 300,ASAD170,6.0,9.892646,32.0,90.53538,3.0,85.5,31.845216,0.0,6.0
Play 300,S80,28.0,46.418779,14.0,80.453444,2.0,63.6,27.856064,0.0,6.0
Play 300,S50,14.0,37.112895,50.0,73.884522,3.0,72.0,30.738056,0.0,6.0
Play 300,ASAD170,29.0,76.073487,14.0,91.799603,3.0,8.310549,39.536389,0.0,6.0
Play 300,S80,38.0,60.290723,56.0,104.33427,4.0,14.746432,53.242061,0.0,6.0
Play 300,ASAD90,58.0,115.732668,87.0,139.373182,2.0,10.8,51.226225,0.0,6.0
Play 300,ASAD170,48.0,82.071158,16.0,73.439789,7.0,31.745885,60.318108,0.0,6.0
Play 300,S50,48.0,116.301404,18.0,122.110359,1.0,25.559404,82.52992,0.0,6.0
Play 300,S80,33.0,53.646451,5.0,106.061885,2.0,20.99209,53.039631,0.0,6.0
Play 300,ASAD170,23.0,39.121632,9.0,158.116596,3.0,10.49665,45.7212,0.0,6.0
Play 300,S80,33.0,87.038265,11.0,193.293889,1.0,4.02157,55.917721,0.0,6.0
Play 300,S80,30.0,64.342824,7.0,62.585562,0.0,0.0,41.755475,0.0,6.0
Play 300,S80,33.0,54.67103,41.0,166.533784,2.0,2.240616,61.72016,0.0,6.0
Play 300,S80,12.0,25.932766,67.0,120.689919,1.0,1.587222,35.042662,0.0,6.0
Play 300,S50,12.0,29.319745,24.0,67.209498,0.0,0.0,27.468654,0.0,6.0
Play 300,ASAD170,48.0,118.525371,22.0,104.896629,9.0,16.309806,43.115729,0.0,6.0
Play 300,S80,9.0,19.430883,28.0,120.098226,3.0,5.48895,37.854507,0.0,6.0
Play 300,S80,20.0,49.834257,54.0,83.299286,6.0,8.718858,38.623923,0.0,6.0
Play 300,S50,52.0,91.214957,74.0,140.313917,3.0,43.2,66.578128,0.0,6.0
Play 300,S80,19.0,50.13817,38.0,108.380569,2.0,14.4,36.176984,0.0,6.0
Play 300,ASAD170,10.0,25.270462,14.0,28.995092,0.0,0.0,15.075805,0.0,6.0
Play 300,S80,37.0,88.136061,37.0,100.413975,0.0,0.0,49.046115,0.0,6.0
Play 300,ASAD170,34.0,57.768892,50.0,73.856432,5.0,10.562526,37.848907,0.0,6.0
Play 300,ASAD170,28.0,59.90475,18.0,62.971873,2.0,43.0,35.323561,0.0,6.0
Play 300,S80,11.0,17.709781,81.0,138.032114,6.0,13.407732,40.186135,0.0,6.0
Play 300,S80,28.0,63.300653,16.0,59.010389,4.0,6.268409,20.067647,0.0,6.0
Play 300,S50,33.0,55.921003,27.0,56.761588,1.0,10.263982,34.715644,0.0,6.0
Play 300,S50,60.0,91.390385,9.0,86.011347,6.0,15.622288,45.525734,0.0,6.0
Play 300,S50,60.0,151.14762,50.0,197.499557,3.0,4.142564,108.049785,2.0,6.0
Play 300,S50,28.0,61.88195,47.0,105.80447,4.0,5.563519,48.683936,0.0,6.0
Play 300,ASAD170,27.0,44.582625,30.0,71.938524,1.0,8.203203,39.381637,0.0,6.0
Play 300,ASAD170,33.0,67.749449,37.0,135.148952,14.0,20.156861,46.437863,0.0,6.0
Play 300,S50,39.0,81.687996,38.0,61.325191,7.0,22.888424,47.339147,0.0,6.0
Play 300,S50,18.0,27.41568,47.0,145.86816,2.0,39.6,41.957997,0.0,6.0
Play 300,ASAD170,74.0,149.176614,1.0,146.071848,2.0,17.150136,90.871696,0.0,6.0
Play 300,ASAD170,43.0,82.739467,26.0,77.525276,6.0,12.032748,55.327702,0.0,6.0
Play 300,ASAD170,26.0,50.882806,17.0,60.499412,1.0,6.948709,32.207521,0.0,6.0
Play 300,S80,54.0,93.683474,5.0,124.080208,3.0,55.8,35.448823,0.0,6.0
Play 300,S50,33.0,49.775888,20.0,53.496677,2.0,4.216894,28.315946,0.0,6.0
Play 300,S80,12.0,17.234112,43.0,94.826085,0.0,0.0,24.735668,0.0,6.0
Play 300,S50,33.0,51.671526,29.0,62.071655,0.0,0.0,37.616485,0.0,6.0
Play 300,S50,0.0,0.0,2.0,68.535707,5.0,6.736198,58.289896,0.0,6.0
Play 300,ASAD170,6.0,11.839517,10.0,109.260368,12.0,18.28661,34.664856,0.0,6.0
Play 300,S50,51.0,89.50788,36.0,85.511993,6.0,11.72127,36.246543,0.0,6.0
Play 300,ASAD170,10.0,19.598143,30.0,55.412886,0.0,0.0,24.208533,0.0,6.0
Play 300,ASAD170,23.0,35.48256,52.0,99.462051,6.0,9.425055,37.759407,0.0,6.0
Play 300,S50,37.0,68.445036,30.0,80.215508,6.0,12.617393,38.822765,0.0,6.0
Play 300,S50,31.0,85.629438,63.0,108.307554,8.0,12.199262,32.340247,0.0,6.0
Play 300,S50,48.0,75.934622,11.0,76.508304,4.0,7.092794,52.360795,0.0,6.0
Play 300,ASAD170,103.0,174.310704,29.0,179.488916,1.0,52.8,41.614293,0.0,6.0
Play 300,ASAD170,28.0,41.505786,26.0,88.020891,0.0,0.0,40.088785,0.0,6.0
Play 300,S50,26.0,48.394505,59.0,89.473561,0.0,0.0,34.906266,0.0,6.0
Play 300,S80,39.0,104.55359,62.0,108.598819,4.0,4.045228,36.735546,0.0,6.0
Play 300,S50,59.0,96.728319,46.0,183.216444,7.0,19.511721,80.463108,0.0,6.0
Play 300,S80,20.0,33.025843,36.0,80.711117,0.0,0.0,33.424676,0.0,6.0
Play 300,S50,38.0,106.552719,3.0,164.489756,0.0,0.0,70.490621,0.0,6.0
Play 300,ASAD170,54.0,84.427526,12.0,175.929125,12.0,37.984697,54.011192,0.0,6.0
Play 300,ASAD170,20.0,53.433072,16.0,81.113155,1.0,7.080612,40.56794,0.0,6.0
Play 300,S80,12.0,27.93024,37.0,59.002632,4.0,7.797192,22.075456,0.0,6.0
Play 300,S50,59.0,103.254682,31.0,130.835359,2.0,79.8,59.682652,0.0,6.0
Play 300,S80,18.0,32.758452,23.0,147.207006,5.0,7.55436,32.698049,0.0,6.0
Play 300,S80,18.0,32.936972,40.0,69.14697,3.0,7.71745,22.84517,0.0,6.0
Play 300,ASAD170,9.0,15.661296,65.0,149.201811,5.0,17.362598,58.178144,0.0,6.0
Play 300,S80,23.0,57.283834,48.0,89.101769,3.0,6.929496,35.886878,0.0,6.0
Play 300,S50,26.0,64.436237,2.0,56.833039,2.0,14.99809,43.685071,0.0,6.0
Play 300,S50,41.0,77.298462,33.0,75.809979,12.0,24.12369,54.011799,0.0,6.0
Play 300,ASAD170,57.0,106.275936,35.0,141.244147,7.0,10.627594,77.430831,0.0,6.0
Play 300,S80,50.0,80.826753,16.0,82.257315,13.0,28.754296,45.651817,0.0,6.0
Play 300,S80,47.0,67.535802,19.0,69.476951,7.0,12.617467,41.998477,0.0,6.0
Play 300,S80,35.0,84.754982,30.0,116.778882,3.0,9.229946,50.20433,0.0,6.0
Play 300,S50,18.0,39.43585,10.0,56.782354,6.0,18.268723,27.144166,0.0,6.0
Play 300,ASAD170,101.0,158.508511,44.0,164.322748,9.0,13.547736,100.3846,0.0,6.0
Play 300,ASAD170,12.0,28.691393,7.0,23.579443,3.0,6.869662,17.2727,0.0,6.0
Play 300,ASAD170,53.0,90.184882,24.0,75.154068,0.0,0.0,53.280123,0.0,6.0
Play 300,S80,32.0,56.791728,93.0,175.310656,3.0,49.2,77.147216,0.0,6.0
Play 300,ASAD170,56.0,111.918097,12.0,132.468815,3.0,54.0,48.500481,0.0,6.0
Play 300,S50,27.0,63.04656,0.0,0.0,2.0,6.0,48.736918,0.0,6.0
Play 300,ASAD170,46.0,68.569551,54.0,94.339153,6.0,10.845641,57.289937,0.0,6.0
Play 300,S50,11.0,18.817564,29.0,73.686284,2.0,47.5,32.125537,0.0,6.0
Play 300,S80,63.0,103.113309,58.0,92.281488,0.0,0.0,46.537681,0.0,6.0
Play 300,S80,39.0,90.111492,25.0,112.27933,7.0,9.875232,39.385987,0.0,6.0
Play 300,S80,44.0,73.966689,34.0,69.023665,2.0,10.124265,40.772918,0.0,6.0
Play 300,S80,49.0,74.621568,13.0,95.669717,1.0,44.4,48.216451,0.0,6.0
Play 300,ASAD90,31.0,55.950275,14.0,97.506184,2.0,8.031639,50.217244,0.0,6.0
Play 300,S80,28.0,54.728811,33.0,94.537354,11.0,21.205827,43.400046,0.0,6.0
Play 300,S50,47.0,75.362062,19.0,83.384111,6.0,10.055807,48.188852,0.0,6.0
Play 300,S50,19.0,35.246156,28.0,192.422927,3.0,46.2,68.75315,0.0,6.0
Play 300,S80,7.0,16.625414,68.0,111.850444,4.0,7.236509,32.730135,0.0,6.0
Play 300,S80,30.0,49.815797,9.0,173.501749,9.0,13.346288,57.875348,0.0,6.0
Play 300,S80,34.0,62.285041,7.0,132.501997,1.0,34.2,50.554828,0.0,6.0
Play 300,S80,44.0,104.643174,96.0,217.634287,1.0,18.6,66.402933,0.0,6.0
Play 300,S50,22.0,44.589005,52.0,137.266733,0.0,0.0,40.77401,0.0,6.0
Play 300,S50,0.0,0.0,16.0,99.760814,4.0,11.649352,46.421735,0.0,6.0
Play 300,S80,60.0,122.88272,88.0,130.526143,9.0,15.760476,68.855172,0.0,6.0
Play 300,ASAD90,104.0,189.197662,10.0,189.660409,11.0,16.130059,128.070685,0.0,6.0
Play 300,S80,18.0,31.46814,14.0,117.113928,6.0,6.293628,32.574234,0.0,6.0
Play 300,ASAD170,5.0,8.374012,8.0,74.447011,3.0,68.4,26.66092,0.0,6.0
Play 300,S50,39.0,100.803402,48.0,97.859496,3.0,6.09084,33.513201,0.0,6.0
Play 300,ASAD170,59.0,101.361512,74.0,112.095835,2.0,58.8,32.154468,0.0,6.0
Play 300,S80,12.0,29.734866,89.0,138.105304,4.0,7.585425,43.426227,0.0,6.0
Play 300,S80,15.0,29.144665,49.0,186.688467,4.0,7.817775,68.32468,0.0,6.0
Play 300,ASAD170,44.0,98.545042,5.0,132.79731,4.0,7.0196,53.381453,0.0,6.0
Play 300,S50,39.0,59.589466,34.0,61.633312,6.0,10.718837,30.840079,0.0,6.0
Play 300,S80,77.0,118.10581,75.0,178.016329,7.0,13.231771,80.617627,0.0,6.0
Play 300,ASAD90,34.0,70.44987,34.0,69.538166,2.0,10.2,27.262955,0.0,6.0
Play 300,S50,42.0,115.519944,62.0,155.46176,6.0,29.365735,55.862589,0.0,6.0
Play 300,S80,61.0,91.154345,54.0,93.54237,4.0,10.234395,52.505043,0.0,6.0
Play 300,S50,64.0,115.16817,12.0,123.407124,0.0,0.0,78.107185,0.0,6.0
Play 300,S80,50.0,85.584026,33.0,157.779534,4.0,10.569884,55.922473,0.0,6.0
Play 300,S50,47.0,83.020486,49.0,105.575184,6.0,6.718421,61.420491,0.0,6.0
Play 300,ASAD170,40.0,73.561438,14.0,85.681049,4.0,8.054172,33.965148,0.0,6.0
Play 300,ASAD90,24.0,34.771025,18.0,108.730705,1.0,4.180123,30.870812,0.0,6.0
Play 300,S50,29.0,74.757623,41.0,65.572783,3.0,22.206386,36.113853,0.0,6.0
Play 300,S50,23.0,49.441695,9.0,112.261731,12.0,15.937676,41.978099,0.0,6.0
Play 300,ASAD170,20.0,31.055054,15.0,60.482653,6.0,9.204462,32.939526,0.0,6.0
Play 300,ASAD90,73.0,192.770811,12.0,208.563255,7.0,9.870278,52.20916,0.0,6.0
Play 300,S80,28.0,51.666203,9.0,50.740473,4.0,8.6285,22.660163,0.0,6.0
Play 300,S50,20.0,48.881725,106.0,172.920739,3.0,4.717807,50.553833,0.0,6.0
Play 300,S80,40.0,90.367024,9.0,121.509709,7.0,9.205281,49.035109,0.0,6.0
Play 300,S50,11.0,23.617032,63.0,104.172156,16.0,20.4603,43.856458,0.0,6.0
