Tariff,Handset,Peak_calls,Peak_mins,OffPeak_calls,OffPeak_mins,Weekend_calls,Weekend_mins,International_mins,Nat_call_cost,month
Play 100,SOP10,4.0,9.455976,0.0,0.0,6.0,9.928775,1.260836,0.0,4.0
Play 100,SOP20,7.0,11.081221,3.0,8.706674,1.0,5.012933,7.643018,0.0,4.0
Play 100,SOP10,0.0,0.0,0.0,0.0,0.0,0.0,1.742383,0.0,4.0
Play 100,SOP20,5.0,5.488004,7.0,11.240491,1.0,0.0,3.007929,0.0,4.0
Play 100,SOP20,4.0,3.298268,2.0,3.327456,0.0,1.13834,2.441177,0.0,4.0
Play 100,SOP10,3.0,7.66155,1.0,11.90487,1.0,0.0,6.525755,0.0,4.0
Play 100,SOP10,3.0,3.231639,2.0,2.653502,2.0,2.717739,1.835826,0.0,4.0
Play 100,SOP10,5.0,11.742886,8.0,12.673016,1.0,0.0,1.918861,0.0,4.0
Play 100,SOP10,5.0,8.831532,6.0,7.328945,1.0,3.005174,2.016473,0.0,4.0
Play 100,SOP20,0.0,0.0,10.0,17.373638,0.0,0.0,4.277597,0.0,4.0
Play 100,SOP20,0.0,0.0,1.0,6.644784,0.0,0.0,3.739622,0.0,4.0
Play 100,SOP20,2.0,9.399159,5.0,10.728333,0.0,0.0,5.041706,0.0,4.0
Play 100,SOP20,1.0,7.337702,7.0,12.693381,1.0,2.741096,2.712875,0.0,4.0
Play 100,SOP10,1.0,3.346872,3.0,5.31649,0.0,0.0,0.189113,0.0,4.0
Play 100,SOP20,0.0,0.0,4.0,11.169154,4.0,15.827645,8.966675,0.0,4.0
Play 100,SOP10,3.0,11.804746,0.0,0.0,2.0,5.867856,0.745099,0.0,4.0
Play 100,SOP20,0.0,0.0,1.0,5.800805,0.0,0.0,3.264638,0.0,4.0
Play 100,SOP10,1.0,9.356432,4.0,7.096616,0.0,0.0,5.711678,0.0,4.0
Play 100,SOP20,0.0,1.680685,1.0,1.735789,3.0,5.482891,1.040922,0.0,4.0
Play 100,SOP20,0.0,0.0,6.0,7.067797,0.0,0.0,3.66016,0.0,4.0
Play 100,ASAD170,25.0,58.79304,10.0,45.673482,16.0,25.912488,36.904895,3.0,4.0
Play 100,ASAD170,7.0,15.451852,10.0,110.135538,0.0,0.0,38.332362,1.0,4.0
Play 100,ASAD170,27.0,55.221896,21.0,52.318259,1.0,4.223472,31.682927,0.0,4.0
Play 100,ASAD170,11.0,31.608448,15.0,50.181296,1.0,11.151399,26.520263,1.0,4.0
Play 100,S50,20.0,49.191149,29.0,69.628051,7.0,19.486349,36.575902,2.0,4.0
Play 100,S50,5.0,11.45556,42.0,68.695175,3.0,6.491484,26.460212,0.0,4.0
Play 100,S80,11.0,24.196418,17.0,50.86747,2.0,12.176769,26.25287,0.0,4.0
Play 100,S50,19.0,39.39591,33.0,59.147832,3.0,30.977058,34.79535,2.0,4.0
Play 100,S80,8.0,15.179389,38.0,90.612842,2.0,3.959001,36.043267,0.0,4.0
Play 100,S80,15.0,35.798603,38.0,64.37732,6.0,13.537287,36.542762,1.0,4.0
Play 100,S50,15.0,30.91116,4.0,48.8901,0.0,0.0,25.72817,0.0,4.0
Play 100,ASAD170,2.0,5.877761,30.0,53.574995,6.0,22.637322,23.913398,0.0,4.0
Play 100,S50,31.0,48.573144,0.0,0.0,2.0,6.88344,30.909374,1.0,4.0
Play 100,ASAD170,19.0,38.8202,2.0,62.549172,0.0,0.0,32.889596,0.0,4.0
Play 100,ASAD170,13.0,20.601654,3.0,83.398898,0.0,0.0,33.99388,0.0,4.0
Play 100,ASAD170,20.0,39.259602,28.0,66.786974,0.0,0.0,36.090941,2.0,4.0
Play 100,S80,5.0,8.782596,22.0,53.573836,0.0,0.0,22.981781,0.0,4.0
Play 100,S80,7.0,10.682798,38.0,67.327475,4.0,13.008892,26.014004,0.0,4.0
Play 100,S80,17.0,34.644564,29.0,61.313049,1.0,7.535682,29.551068,0.0,4.0
Play 100,ASAD170,10.0,20.75548,29.0,114.936258,0.0,0.0,43.695632,1.0,4.0
Play 100,ASAD170,10.0,22.068852,26.0,51.142962,3.0,10.256064,27.485557,0.0,4.0
Play 100,ASAD170,27.0,43.473966,20.0,59.984823,3.0,5.364872,28.803315,2.0,4.0
Play 100,S50,25.0,44.78544,6.0,31.789665,2.0,15.275034,26.412458,1.0,4.0
Play 100,ASAD170,7.0,15.422093,32.0,69.39942,7.0,12.931569,31.77809,0.0,4.0
Play 100,ASAD170,17.0,46.248267,3.0,43.342182,0.0,0.0,26.817715,1.0,4.0
Play 100,S50,20.0,43.488295,12.0,47.775874,2.0,7.073046,29.009763,1.0,4.0
Play 100,S50,22.0,35.715305,3.0,55.183073,2.0,6.928379,29.958687,0.0,4.0
Play 100,ASAD170,28.0,49.377874,15.0,62.793556,3.0,8.416683,31.007489,2.0,4.0
Play 100,S50,27.0,52.809439,5.0,39.218775,7.0,15.532188,34.379183,0.0,4.0
Play 100,ASAD90,15.0,24.510863,4.0,83.720839,3.0,5.085922,32.286652,1.0,4.0
Play 100,S50,19.0,48.488414,21.0,53.207086,0.0,0.0,33.289213,0.0,4.0
Play 100,ASAD170,5.0,8.405797,41.0,74.032704,2.0,7.865975,25.682414,0.0,4.0
Play 100,S50,4.0,7.931205,0.0,0.0,2.0,8.34003,26.443127,0.0,4.0
Play 100,S80,21.0,36.423835,37.0,73.637204,3.0,5.965368,32.837594,1.0,4.0
Play 100,S80,19.0,36.303544,10.0,43.120196,3.0,12.854259,26.725079,1.0,4.0
Play 100,S80,6.0,15.134855,31.0,84.116849,11.0,27.592798,32.740143,1.0,4.0
Play 100,S50,0.0,0.0,4.0,9.22896,2.0,3.6975,33.624645,0.0,4.0
Play 100,S50,24.0,37.446219,30.0,72.319797,0.0,0.0,29.634064,1.0,4.0
Play 100,S80,6.0,10.462608,16.0,111.108348,4.0,6.937164,36.793357,0.0,4.0
Play 100,S50,12.0,25.069999,14.0,68.276923,6.0,12.091283,34.258358,0.0,4.0
Play 100,S80,20.0,31.964004,23.0,69.413722,0.0,0.0,28.788234,1.0,4.0
Play 100,ASAD170,8.0,15.814426,5.0,52.920669,4.0,11.448985,25.251855,0.0,4.0
Play 100,ASAD170,18.0,36.796145,17.0,69.731554,2.0,6.831754,29.240076,2.0,4.0
Play 100,S80,0.0,0.0,23.0,50.355248,7.0,10.816624,36.968297,0.0,4.0
Play 100,S80,17.0,29.174207,30.0,97.680443,4.0,7.204966,36.527737,1.0,4.0
Play 100,S50,11.0,39.163622,43.0,74.480818,3.0,9.091555,37.422548,0.0,4.0
Play 100,S50,1.0,12.382402,33.0,73.978934,2.0,4.889866,29.626745,0.0,4.0
Play 100,ASAD170,13.0,48.051503,17.0,54.773264,1.0,5.177572,30.959297,2.0,4.0
Play 100,S80,11.0,31.271744,8.0,56.733651,2.0,4.54909,27.968448,1.0,4.0
Play 100,S50,6.0,39.639731,4.0,59.161873,0.0,0.0,30.547256,2.0,4.0
Play 100,ASAD170,10.0,35.200488,23.0,53.451176,0.0,0.0,23.718419,1.0,4.0
Play 100,S50,7.0,31.310202,54.0,86.898643,2.0,5.646102,33.649938,2.0,4.0
Play 100,S50,3.0,11.700216,38.0,96.039273,5.0,11.017703,39.101368,1.0,4.0
Play 100,S80,4.0,19.759989,39.0,94.93626,6.0,12.805356,37.663422,1.0,4.0
Play 100,S50,7.0,43.761316,40.0,66.678971,1.0,1.659197,32.637279,1.0,4.0
Play 100,ASAD170,0.0,23.512538,2.0,96.537995,0.0,0.0,36.03338,2.0,4.0
Play 100,S50,3.0,15.851059,35.0,81.236678,2.0,4.678264,26.310116,1.0,4.0
Play 100,ASAD170,7.0,64.011402,38.0,58.735737,1.0,15.123573,41.165181,2.0,4.0
Play 100,ASAD170,1.0,15.782362,26.0,81.424926,0.0,0.0,30.849233,0.0,4.0
Play 100,S80,9.0,47.545796,40.0,80.696446,0.0,0.0,39.258783,1.0,4.0
Play 100,ASAD170,1.0,24.000369,14.0,82.662626,2.0,6.533965,31.49644,1.0,4.0
Play 100,S50,4.0,12.90249,45.0,79.388262,0.0,0.0,29.094462,1.0,4.0
Play 100,S80,6.0,51.568741,21.0,71.815129,1.0,12.743315,42.317163,2.0,4.0
Play 100,ASAD170,4.0,34.498473,17.0,34.913663,1.0,2.793093,23.319422,0.0,4.0
Play 100,S80,1.0,10.928036,30.0,58.709129,2.0,5.347762,24.735208,0.0,4.0
Play 100,S80,2.0,19.360031,24.0,86.146732,3.0,16.656116,35.300214,1.0,4.0
Play 100,S80,1.0,39.123294,9.0,69.336309,5.0,11.26587,34.346307,1.0,4.0
Play 100,S80,7.0,52.315997,15.0,68.453794,1.0,2.531419,36.863476,2.0,4.0
Play 100,ASAD170,10.0,47.712156,20.0,63.318936,0.0,0.0,34.345601,0.0,4.0
Play 100,S50,0.0,0.0,51.0,111.112048,3.0,17.710459,41.566403,1.0,4.0
Play 100,ASAD90,1.0,46.712457,30.0,51.383703,0.0,0.0,31.504478,1.0,4.0
Play 100,S50,7.0,31.877791,36.0,56.93159,1.0,10.642178,30.67061,0.0,4.0
Play 100,ASAD170,2.0,57.383988,37.0,60.230859,0.0,0.0,35.127537,1.0,4.0
Play 100,S80,15.0,46.751742,38.0,67.241703,0.0,0.0,39.876642,0.0,4.0
Play 100,S50,3.0,48.43938,31.0,53.899819,2.0,3.170578,31.913077,2.0,4.0
Play 100,S80,4.0,25.958985,1.0,67.133929,1.0,3.754069,30.184355,1.0,4.0
Play 100,ASAD170,14.0,46.04641,4.0,26.24728,0.0,0.0,26.451784,1.0,4.0
Play 100,S50,4.0,25.725024,3.0,51.491274,4.0,11.88683,27.967347,0.0,4.0
Play 100,S50,0.0,0.0,21.0,65.014677,0.0,0.0,26.918575,0.0,4.0
Play 100,ASAD90,5.0,31.473522,9.0,70.883845,3.0,8.575394,33.880688,2.0,4.0
Play 100,S50,5.0,38.074502,12.0,56.689642,1.0,8.301536,29.423778,2.0,4.0
Play 100,S50,10.0,31.234012,26.0,65.272182,1.0,2.588454,31.053547,1.0,4.0
Play 100,S80,3.0,19.913369,48.0,94.241176,8.0,13.41065,36.847137,0.0,4.0
Play 100,S50,2.0,43.340774,36.0,55.940791,0.0,0.0,32.468297,2.0,4.0
Play 100,ASAD170,2.0,7.975546,47.0,93.032927,7.0,11.3289,30.989132,1.0,4.0
Play 100,ASAD170,13.0,37.422238,30.0,48.304436,0.0,0.0,26.030971,1.0,4.0
Play 100,S80,8.0,26.749105,9.0,56.147483,1.0,5.640386,27.454379,0.0,4.0
Play 100,ASAD90,6.0,57.631561,13.0,46.735767,3.0,13.274064,35.565886,1.0,4.0
Play 100,S50,2.0,16.237537,4.0,95.408456,6.0,10.135532,36.060815,1.0,4.0
Play 100,ASAD170,0.0,6.080064,58.0,93.575985,2.0,6.808405,29.966266,0.0,4.0
Play 100,ASAD170,6.0,40.034526,15.0,50.043158,5.0,11.254341,30.840289,1.0,4.0
Play 100,ASAD170,8.0,33.888975,1.0,35.830928,2.0,7.6155,25.492644,0.0,4.0
Play 100,S50,8.0,29.031584,47.0,74.066604,2.0,5.860413,27.217172,1.0,4.0
Play 100,ASAD170,1.0,11.850762,5.0,60.562011,0.0,0.0,23.712399,0.0,4.0
Play 100,S80,6.0,22.693079,53.0,81.453901,0.0,0.0,33.474861,0.0,4.0
Play 100,S50,8.0,25.817044,12.0,63.48604,0.0,0.0,29.151774,0.0,4.0
Play 100,S50,0.0,0.0,75.0,126.011809,2.0,5.428556,35.233085,1.0,4.0
