L_O_S,avg-cost,International_mins
24.7,62273.92568296708,42.884660333333336
10.233333,67722.5531425933,42.29264166666666
49.033333,102680.27319000961,35.857407833333326
58.0,106292.76384529538,45.52481816666667
18.0,90315.11777790688,31.76805183333333
27.266667,28706.268671024423,31.78105416666667
16.333333,43657.98896461932,35.426153166666666
12.666667,31064.766218135686,32.2461865
28.333333,120103.0371508117,42.368066666666664
25.7,47325.817435525045,37.15647033333333
56.266667,96554.46608801521,41.12753366666667
53.366667,37442.89204967005,36.8459395
32.8,121080.58933966947,38.22417166666667
51.133333,33756.4436304698,33.75274183333333
53.133333,112340.21975286189,48.804925000000004
34.566667,54685.14665679565,31.467534
36.766667,79995.9566803644,46.74458716666667
36.433333,44492.51943026334,32.319879666666665
27.333333,26901.397893184894,31.6873175
26.9,37797.332240237665,31.809613499999998
56.133333,80326.98761244358,30.47395783333333
30.3,110476.99479654644,31.922002333333335
57.6,64269.747864328725,31.940831499999994
42.833333,69503.86127368457,31.421886666666662
42.6,87531.50656828229,36.989702666666666
23.166667,58177.236351635365,43.062338000000004
52.566667,122892.0238799408,39.94847666666667
27.1,71642.80830658723,48.361603333333335
33.333333,39481.213091068654,33.870175999999994
28.066667,54479.755274115916,31.107008333333333
34.5,51461.84169166634,39.16564183333333
49.733333,74942.05316498171,33.07910416666667
33.2,46233.71234047191,39.520126166666664
45.3,71874.49920751456,32.24881466666667
42.433333,101189.95288413316,47.29953433333334
21.533333,154271.14198036224,44.14563
45.933333,89512.23817683825,38.718847333333336
23.7,42689.2023553416,35.982465000000005
19.533333,88603.11834797332,32.15116266666667
42.566667,63343.39859390537,47.073033333333335
57.633333,46595.395249767316,32.510803499999994
34.633333,72287.49150452093,35.362799
44.633333,98156.61968481303,30.229710999999998
34.566667,114154.02586427509,48.596334666666664
22.1,111681.58734822283,31.111741666666667
23.233333,180098.30128322143,43.181580333333336
38.466667,87877.8379916949,33.914928833333335
36.7,114338.623615017,34.60627616666666
48.266667,70034.45900149118,33.189276166666666
45.866667,44920.59204357439,37.508726333333335
17.166667,52442.621741975694,30.5874025
47.666667,144767.770357266,46.007037499999996
30.866667,105558.88082393155,30.894444166666666
54.866667,104226.710953888,37.532995166666666
46.633333,78918.83478158384,43.147850999999996
33.166667,46492.45418528583,40.530089333333336
21.366667,99934.54642757193,42.822880500000004
29.1,65900.21168549039,48.787369999999996
46.566667,103039.8387143963,46.00828083333333
36.833333,54070.98349850049,34.64211316666667
50.733333,65450.951582842106,35.67054666666667
23.7,98052.24215514274,37.06862483333334
21.533333,109948.25279039047,31.85221183333333
20.666667,53465.135584887816,37.10119233333334
55.633333,116127.15902037325,40.831930666666665
22.533333,71272.88397453829,30.383964333333335
25.5,70691.5628146068,49.151994666666674
34.8,45587.753952437546,35.52349433333333
22.7,95722.06319245633,34.731888
11.833333,84430.13178810208,42.903976166666666
25.633333,71815.55178881399,31.56659833333333
20.433333,125710.97737136933,32.0887735
42.866667,87524.70159521724,34.045617
22.4,50890.53178757655,39.463277
46.633333,44635.483004969654,32.429815
16.933333,38777.991837524794,34.1134815
31.366667,135082.03767780637,32.03401016666667
30.3,147284.9682426275,40.37632633333334
38.333333,88499.62655901868,32.748158333333336
47.4,66407.30243792887,34.31528766666666
36.433333,87019.61311257101,38.64713783333333
29.366667,97215.40540617345,31.728358
49.4,63920.107252858325,31.529713666666666
16.066667,106110.2620762334,33.28463983333333
31.066667,79823.72922998958,41.08236733333334
50.433333,72139.16531603406,33.141578333333335
48.6,82121.97522412911,34.31456166666666
51.466667,61626.058460153596,32.59070666666666
27.7,73877.41572616075,30.954383166666663
32.266667,122553.46244907775,35.55053133333333
21.833333,143720.25827673526,42.87563433333333
53.566667,42441.044970558854,37.969583166666666
33.033333,66330.21267660544,32.09679466666667
10.9,136019.61076939892,35.5457925
48.4,82585.01845964564,31.047469833333334
36.166667,38419.346243844986,32.4261645
21.966667,60594.14378028905,31.593710666666666
54.3,52460.481963070255,31.876451333333335
56.8,79705.11227903992,43.155662500000005
29.2,75230.00992056014,39.569708166666665
48.5,97314.94737356258,46.93399266666666
33.7,121280.91750187523,39.731053333333335
55.066667,45740.93828143927,38.52811483333333
56.7,72334.3775346353,31.356403666666665
15.8,92327.67231385388,35.67473316666667
50.566667,73230.65607661405,31.654741833333336
45.1,64385.46939767573,39.21894549999999
42.133333,55682.76723664589,31.505206333333334
40.5,95604.93277802545,36.06876483333333
25.266667,86273.15660333702,31.909023833333336
51.8,95687.1433326829,49.10897966666666
27.3,26200.242024018706,30.558267833333336
26.7,82374.42887978366,41.2834905
19.533333,69342.17348136318,39.624422333333335
15.266667,66136.79576909289,36.162964333333335
32.5,40251.36494681118,37.962196166666665
33.566667,36009.47704148992,34.707144
51.966667,106326.39175534114,36.930241
27.266667,108062.81498436534,34.52199366666667
15.233333,38880.60982101344,31.95191316666667
13.2,81395.70345790322,38.9284825
